reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,tgl_update,sentiment,business_category,sub_issue,merge_group,confidence_level
55995537-e20c-42b5-b369-f91e48c574a7,Wahyu Jr,https://play-lh.googleusercontent.com/a-/ALV-UjVaZ_k9pcdPf4HaQymtsYS1QRErBVceFligSMvwKgsW0_HHRX1B,"apk nya tidak bisa login, padahal jaringan bagus",3,0,4.16.2,2026-06-15 22:59:39,"Hi Bapak Wahyu, mohon maaf atas kendala login pada aplikasi JMO. Silakan memastikan data login sudah sesuai serta aplikasi telah diperbarui ke versi terbaru. Tks -Ana",2026-06-17 15:17:39,4.16.2,2026-06-25 11:05:55,netral,Stabilitas Aplikasi,Aplikasi tidak dapat dibuka setelah melakukan pembaruan,APP_CRASH_UPDATE,High
4afc6664-cd22-4691-a242-c14bf181efed,Chintya Wulan,https://play-lh.googleusercontent.com/a-/ALV-UjXC7fQprWaR5LdfLz8DHKpdMg4PQUN95vUvhvrzlXw72WUPGYcZ,"aplikasi tidak bisa di buka ,padahal sebelumnya baik baik saja",3,0,,2026-06-15 13:58:24,"Hi Ibu Chintya Wulan, mohon maaf atas kendala tidak bisa membuka aplikasi Jamsostek Mobile (JMO). Silakan mencoba memperbarui aplikasi ke versi terbaru ya, melakukan restart perangkat, atau menginstal ulang aplikasi JMO. Tks -MT",2026-06-19 13:12:03,,2026-06-25 11:05:55,netral,Stabilitas Aplikasi,Aplikasi tidak dapat dibuka setelah melakukan pembaruan,APP_CRASH_UPDATE,High
5171f8a9-d693-4531-9d33-34052af2b99a,Aa Aa,https://play-lh.googleusercontent.com/a/ACg8ocIrkfNkMWBTSvJz578plXRPDSv8Xz86wICOUDuIKSEL-w7yrQ=mo,semoga terus lebih amanah,3,0,4.16.2,2026-06-15 10:42:44,"Hi Bpk/Ibu, terima kasih atas feedback positifnya ya, senang sekali bisa membantu Sahabat. Tks -MT",2026-06-19 10:38:34,4.16.2,2026-06-25 11:05:55,netral,Pengalaman Pengguna,Harapan pengguna untuk peningkatan kualitas aplikasi,FEATURE_REQUEST,High
09b2ab88-c975-4102-8175-3be81014e672,Sopianto Anto,https://play-lh.googleusercontent.com/a-/ALV-UjUoYwF-157_OS5-BsEuEzpWEfqEpkYXvQD69UZCYJ5h7qYR188,bagus,3,0,4.16.2,2026-06-15 09:55:23,"Hi Bapak Sopianto, terima kasih atas feedback positifnya ya. Tks -MT",2026-06-19 10:39:17,4.16.2,2026-06-25 11:05:55,netral,Kepuasan Pengguna,Ulasan positif umum mengenai kualitas aplikasi,POSITIVE_FEEDBACK,High
c7dcff4a-ca3f-4a52-bd73-96cec7ba4241,Eri Cahyo s (Rii),https://play-lh.googleusercontent.com/a-/ALV-UjUu9VclxoCg7ld9NpFq332BO__ioA99dCiTbgnLfjsNz3ovM4gZ,kurang paten pengkinian data untuk klaim sampai ta bisa,3,0,4.15.19,2026-06-15 08:16:03,,,4.15.19,2026-06-25 11:05:55,netral,Pengelolaan Data Pengguna,Kegagalan dalam proses pengkinian data,DATA_UPDATE_FAIL,High
1438c98e-36f7-41d0-ab69-6675e8001e67,lia wilgiana,https://play-lh.googleusercontent.com/a-/ALV-UjVPCSds-IL02SEaXv4aIEWV67tnKmxscGplIeUlGiKmDxHsqaA,tiap mau cek saldo tiap bulan harus bgt di perbarui,3,0,4.15.19,2026-06-14 21:07:16,"Hi Ibu Lia Wilgiana, terima kasih atas ulasan yang diberikan. Mohon maaf atas kendala pembaruan aplikasi, kami memahami yang Bapak rasakan saat menggunakan aplikasi Jamsostek Mobile (JMO) dan akan menjadikannya sebagai bahan evaluasi untuk peningkatan layanan ke depannya. Tks -HN
",2026-06-24 16:43:56,4.15.19,2026-06-25 11:05:55,netral,Stabilitas Aplikasi,Aplikasi tidak dapat dibuka setelah melakukan pembaruan,APP_CRASH_UPDATE,Medium
8b939856-c39f-4257-b694-ca752aa1dcfe,Isnan Isnan,https://play-lh.googleusercontent.com/a/ACg8ocKjlCc8jLkCcfWwP5Jk6yKO91r3vk1CtZLCrERsQJZTnFG1hA=mo,mantap,3,0,,2026-06-14 20:03:42,"Hi Bapak Isnan, terima kasih atas feedback positifnya ya. Tks -MT",2026-06-19 11:16:01,,2026-06-25 11:05:55,netral,Kepuasan Pengguna,Ulasan positif mengenai pengalaman pengguna,POSITIVE_FEEDBACK,High
fde4cb23-492d-4d7d-84b2-da0025104543,Nizam Nur'attahiya,https://play-lh.googleusercontent.com/a/ACg8ocIBt65GBfu78r19Xd1oQ8Cfr766qM440kAtUSA_iYm0z4Sb-og=mo,kebanyakan update apknya....,3,0,4.16.0,2026-06-14 18:47:16,"Hi Bapak Nizam Nurattahiya, terima kasih atas ulasan yang diberikan. Mohon maaf atas kendala pembaruan aplikasi, kami memahami yang Bapak rasakan saat menggunakan aplikasi Jamsostek Mobile (JMO) dan akan menjadikannya sebagai bahan evaluasi untuk peningkatan layanan ke depannya. Tks -HN
",2026-06-24 16:45:51,4.16.0,2026-06-25 11:05:55,netral,Kepuasan Pengguna,Ulasan positif mengenai manfaat aplikasi,POSITIVE_FEEDBACK,High
d30aed11-3da5-4579-b7e2-4376e6fc7a7b,Yuniarsi Wulandari,https://play-lh.googleusercontent.com/a-/ALV-UjUoL2hcDQcahhj4HKy443PfJ6d0y6V_mEi8aMV1apnlNA0GT7m5mA,Aplikasinya sering nggak bisa dibuka padahal sandi dan usernamenya sudah bener dan aplikasinya selalu update trus cape nge updatenya... tolong di perbaiki lagi supaya pengguna nya lebih nyaman 🙏,3,0,4.16.2,2026-06-14 15:21:34,"Hi Ibu Yuniarsi Wulandari, terima kasih atas ulasan yang diberikan. Mohon maaf atas kendala login aplikasi Jamsostek Mobile (JMO). Kami sarankan untuk memastikan aplikasi JMO sudah menggunakan versi terbaru serta memastikan koneksi internet stabil. Selain itu juga dapat mencoba menutup aplikasi lalu membukanya kembali. Tks -HN
",2026-06-24 16:48:57,4.16.2,2026-06-25 11:05:55,netral,Manajemen Pembaruan Aplikasi,Aplikasi terus menerus meminta pembaruan saat akan dibuka,FORCE_UPDATE_LOOP,High
b45b1c79-f716-4950-8e63-91499b0e88b9,Anditio,https://play-lh.googleusercontent.com/a/ACg8ocItTkHyzuOGO_4OiiUTvu4wb3rLmh3iyPMrEbVwYFH_wF8ApA=mo,semoga lebih cepat,3,0,4.16.2,2026-06-14 07:01:55,"Hi Bapak Anditio, terima kasih atas feedback positifnya ya, senang sekali bisa membantu Sahabat. Tks -MT",2026-06-19 11:26:12,4.16.2,2026-06-25 11:05:55,netral,Pengalaman Pengguna,Harapan pengguna untuk peningkatan kualitas aplikasi,FEATURE_REQUEST,High
