reviewId,content,topic_id,topic_name,main_topic_prob,alt_topic_1,alt_topic_1_name,alt_topic_1_prob,alt_topic_2,alt_topic_2_name,alt_topic_2_prob
8f9adf62-f106-4bc6-90b2-8b6460c59c1b,iklan nya terlalu banyak itu aplikasi,20,Minusnya Banyak Iklan,0.8235687017440796,40,Enak Iklanya Banyak,0.8238956332206726,83,Mengganggu Panjang Terlalu,0.8127302527427673
44577179-576c-4275-8f45-ed4c2c26204a,bnyak kali iklan ny,71,Episodenya Trllu Acak²,0.9464133977890015,60,Iklannya Banyak Adalah,0.8838986754417419,135,Agz Ketinggalan Kepotong,0.8765400052070618
839be6c8-1c4e-493a-b71f-8d0ada7d9d31,kode otp pakai no hp nggk bisa lewat sms yaaa,31,No Hp Login,0.7758690118789673,50,Sandi Email Pulsa,0.7262449264526367,12,Pulsa Cukup Pembayaran,0.7015920877456665
1eb06f9f-32ae-452a-b870-0a5d95b64ff5,apl nya bagus tapi kenapa harus bayar coba di gratis ajaa,59,Memuaskan Sayangnya Gratis,0.8679029941558838,32,Bayar Mata Gelap,0.8115488290786743,133,Skipp Mending Alur,0.8088657855987549
1a53c572-5e4a-4ea8-a10a-1bcba12faa92,"untuk developer, saya menikmati acara TV di aplikasi ini, tetapi mohon untuk sebisa mungkin dikurangi iklannya, jangan secara masif masuk ke satu streaming, dan juga ada bug dimana saat selesai menonton iklan, iklan yang sama ditunjukkan lagi seperti diulang, jadi bug itu sangat meresahkan dan harus keluar masuk streaming setiap kali ada bug iklan itu, jadi saya mohon secepat mungkin untuk di fix karena ini aplikasi satu-satunya saya nonton channel tv yang bisa saya tonton setelah tv saya rusak",1,Fitur Film Pengguna,0.8625584244728088,81,Episode Unduh Anime,0.8227584362030029,58,Iklan Muncul Komersil,0.8120077848434448
0ba5b2db-e8cb-4e30-81c6-aae813ad5f8a,tiga bintang dulu soalnya baru nyoba ni aplikasi video,108,Asmara Gara Gen,0.7781144976615906,57,Tamba Tiga Bintang,0.8151489496231079,148,Tau Nih Post,0.7689610123634338
74affad7-a50d-4ea7-a69a-c1a2d1e86c6c,kurangin dikit deh iklannya,127,Iklannya Kurangi Terlalu,0.7790225744247437,85,Lumayan Lah Boleh,0.6993428468704224,3,Coba Dulu Dicoba,0.6948555707931519
d55f3de2-d1c2-4981-aef5-d9fa23d66f2b,udh bayar. malah ngk ada tayangnya Piala Dunia... huft,35,Dunia Piala Premier,0.7382811307907104,32,Bayar Mata Gelap,0.756748378276825,101,Serie Musim Jam,0.7557579278945923
f59d2c56-ffc7-4ca4-9dee-e54eca6238c0,"abis di update bukanya bagus malah bikin muak ,, ini kenapa pas streaming lemot bngt padahal wifi lancar buka Ig FB gak ada kendala,, di vidio doang buffering mlu perbaiki lah bug nya",6,Data Wifi Lancar,0.9268640279769897,54,Aman Parah Ngulang,0.8957445621490479,104,Internet Knapa Koneksi,0.8791102170944214
2740ce43-64b0-4c98-9513-c570913d4737,ok,63,Ok  ,1.0,86,Ok Mennit Assalaamu,0.9755669236183167,34,Oke Mahabarata Mntap,0.9100987911224365
